"Year";"Site";"Country";"Vehicle";"Family";"Remarks";"Success"
"1973";"Va SLC 5";"USA";"Scout-A1";"";"";"True"
"1973";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1973";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1973";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-2BL)";"R-7";"";"True"
"1973";"CC LC-36B";"USA";"Atlas-SLV3D Centaur-D1A";"Atlas";"";"True"
"1973";"Va SLC 2W";"USA";"Delta-300";"";"";"True"
"1973";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1973";"Va SLC 4E";"USA";"Titan-3D";"";"";"True"
"1973";"Ba Ba LC-1/5";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1973";"CCK LC-39B";"USA";"Saturn-1B";"";"";"True"
"1973";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1973";"Ba Ba LC-1/5";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1973";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1973";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1973";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1973";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz";"R-7";"";"True"
"1973";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1973";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1973";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1973";"CC LC-40";"USA";"Titan-3(23)C";"";"";"True"
"1973";"Va SLC 2W";"USA";"Delta-1900";"";"";"True"
"1973";"Pl LC-41/1";"USSR/Russia";"Soyuz-M";"R-7";"";"True"
"1973";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz";"R-7";"";"True"
"1973";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1973";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1973";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1973";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1973";"Ba LC-90/19";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1973";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"CC LC-17B";"USA";"Delta-2313";"";"partial failure";"False"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"CC LC-41";"USA";"Titan-3E Centaur-D1T";"";"failure";"False"
"1974";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Va SLC 4W";"USA";"Titan-3(24)B Agena-D";"";"";"True"
"1974";"Ka LP-M";"Japan";"M-3C";"";"";"True"
"1974";"SM";"USA";"Scout-D1";"";"";"True"
"1974";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1974";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1974";"Va SLC 5";"USA";"Scout-D1";"";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Va SLC 10W";"USA";"Thor-LV2F Burner-2A";"";"";"True"
"1974";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1974";"Ba LC-81/23";"USSR/Russia";"Proton-K Blok-DM";"Proton";"";"True"
"1974";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1974";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Va SLC 4E";"USA";"Titan-3D";"";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"failure";"False"
"1974";"CC LC-17B";"USA";"Delta-2914";"";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1974";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Ba LC-90/19";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1974";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Ba LC-90/19";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1974";"CC LC-17B";"USA";"Delta-2914";"";"";"True"
"1974";"KY LC-107";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"failure";"False"
"1974";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz";"R-7";"";"True"
"1974";"Ba LC-81/24";"USSR/Russia";"Proton-K Blok-D";"Proton";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"CC LC-40";"USA";"Titan-3(23)C";"";"";"True"
"1974";"Va SLC 5";"USA";"Scout-E1";"";"";"True"
"1974";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Va SLC 4W";"USA";"Titan-3(24)B Agena-D";"";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Ba LC-81/23";"USSR/Russia";"Proton-K";"Proton";"";"True"
"1974";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1974";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Soyuz-M";"R-7";"";"True"
"1974";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-2BL)";"R-7";"";"True"
"1974";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz";"R-7";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1974";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"failure";"False"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Jq LC-2/138";"China";"FB-1";"";"failure";"False"
"1974";"Va SLC 3W";"USA";"Atlas-F PTS";"Atlas";"";"True"
"1974";"Va SLC 5";"USA";"Scout-D1";"";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1974";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Ba LC-81/24";"USSR/Russia";"Proton-K Blok-DM";"Proton";"";"True"
"1974";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Va SLC 10W";"USA";"Thor-LV2F Burner-2A";"";"";"True"
"1974";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1974";"Va SLC 4W";"USA";"Titan-3(24)B Agena-D";"";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1974";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz";"R-7";"";"True"
"1974";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"failure";"False"
"1974";"Va SLC 5";"USA";"Scout-D1";"";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1974";"CC LC-17B";"USA";"Delta-2914";"";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"SM";"USA";"Scout-B1";"";"";"True"
"1974";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1974";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1974";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1974";"Ba LC-81/24";"USSR/Russia";"Proton-K Blok-D";"Proton";"";"True"
"1974";"Va SLC 4E";"USA";"Titan-3D";"";"";"True"
"1974";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Pl LC-41/1";"USSR/Russia";"Soyuz-M";"R-7";"";"True"
"1974";"Jq LC-2/138";"China";"CZ-2A";"Long March";"failure";"False"
"1974";"Va SLC 2W";"USA";"Delta-2310";"";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1974";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1974";"CC LC-36B";"USA";"Atlas-SLV3D Centaur-D1A";"Atlas";"";"True"
"1974";"CC LC-17B";"USA";"Delta-2313";"";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1974";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1974";"CC LC-41";"USA";"Titan-3E Centaur-D1T Star-37E";"";"";"True"
"1974";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1974";"Pl LC-43/4";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1974";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"CC LC-17B";"USA";"Delta-2914";"";"";"True"
"1974";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1974";"Ba LC-90/20";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1974";"Ba LC-81/24";"USSR/Russia";"Proton-K";"Proton";"";"True"
"1974";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1974";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz";"R-7";"";"True"
"1975";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1975";"Va SLC 2W";"USA";"Delta-2910";"";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-2BL)";"R-7";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1975";"Ko ELD";"Europe";"Diamant-BP4";"";"";"True"
"1975";"CC LC-17B";"USA";"Delta-2914";"";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"CC LC-36A";"USA";"Atlas-SLV3D Centaur-D1A";"Atlas";"failure";"False"
"1975";"Ka LP-M";"Japan";"M-3C";"";"";"True"
"1975";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Va SLC 4W";"USA";"Titan-3(34)B Agena-D";"";"";"True"
"1975";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1975";"Ba LC-90/20";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1975";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz";"R-7";"failure";"False"
"1975";"Ba LC-90/20";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1975";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1975";"Va SLC 2W";"USA";"Delta-1410";"";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Va SLC 3W";"USA";"Atlas-F Star-17A";"Atlas";"failure";"False"
"1975";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1975";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Va SLC 4W";"USA";"Titan-3(24)B Agena-D";"";"";"True"
"1975";"KY LC-107/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1975";"SM";"USA";"Scout-F1";"";"";"True"
"1975";"CC LC-17B";"USA";"Delta-2914";"";"";"True"
"1975";"Ko ELD";"Europe";"Diamant-BP4";"";"";"True"
"1975";"CC LC-40";"USA";"Titan-3(23)C";"";"partial failure";"False"
"1975";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"CC LC-36A";"USA";"Atlas-SLV3D Centaur-D1A";"Atlas";"";"True"
"1975";"Va SLC 10W";"USA";"Thor-LV2F Burner-2A";"";"";"True"
"1975";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz";"R-7";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"KY LC-107/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"failure";"False"
"1975";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1975";"Ba LC-81/24";"USSR/Russia";"Proton-K Blok-D";"Proton";"";"True"
"1975";"Va SLC 4E";"USA";"Titan-3D";"";"";"True"
"1975";"Va SLC 2W";"USA";"Delta-2910";"";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1975";"Ba LC-81/24";"USSR/Russia";"Proton-K Blok-D";"Proton";"";"True"
"1975";"CC LC-13";"USA";"Atlas-SLV3A Agena-D";"Atlas";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1975";"CC LC-17B";"USA";"Delta-1910";"";"";"True"
"1975";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1975";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1975";"CCK LC-39B";"USA";"Saturn-1B";"";"";"True"
"1975";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Jq LC-2/138";"China";"FB-1";"";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Va SLC 2W";"USA";"Delta-2913";"";"";"True"
"1975";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"CC LC-41";"USA";"Titan-3E Centaur-D1T";"";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1975";"CC LC-17A";"USA";"Delta-2914";"";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1975";"Ta LP-N";"Japan";"N-1";"";"";"True"
"1975";"CC LC-41";"USA";"Titan-3E Centaur-D1T";"";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1975";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1975";"CC LC-36B";"USA";"Atlas-SLV3D Centaur-D1AR";"Atlas";"";"True"
"1975";"Ko ELD";"Europe";"Diamant-BP4";"";"";"True"
"1975";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Va SLC 2W";"USA";"Delta-2910";"";"";"True"
"1975";"Ba LC-81/23";"USSR/Russia";"Proton-K Blok-DM";"Proton";"";"True"
"1975";"Va SLC 4W";"USA";"Titan-3(24)B Agena-D";"";"";"True"
"1975";"Va SLC 5";"USA";"Scout-D1";"";"";"True"
"1975";"Ba LC-81/23";"USSR/Russia";"Proton-K Blok-D";"Proton";"failure";"False"
"1975";"CC LC-17B";"USA";"Delta-2914";"";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1975";"Ba Ba LC-1/5";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1975";"CC LC-17B";"USA";"Delta-2910";"";"";"True"
"1975";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1975";"Jq LC-2/138";"China";"CZ-2A";"Long March";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Va SLC 4E";"USA";"Titan-3D";"";"";"True"
"1975";"Va SLC 5";"USA";"Scout-F1";"";"failure";"False"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1975";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1975";"CC LC-17A";"USA";"Delta-3914";"";"";"True"
"1975";"CC LC-40";"USA";"Titan-3(23)C";"";"";"True"
"1975";"Jq LC-2/138";"China";"FB-1";"";"";"True"
"1975";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1975";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"failure";"False"
"1975";"Ba LC-31/6";"USSR/Russia";"Molniya-M (Blok-SO-L)";"R-7";"";"True"
"1975";"Ba LC-81/24";"USSR/Russia";"Proton-K Blok-DM";"Proton";"";"True"
"1975";"Pl LC-41/1";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1975";"Pl LC-43/3";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1976";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1976";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1976";"CC LC-41";"USA";"Titan-3E Centaur-D1T Star-37E";"";"";"True"
"1976";"CC LC-17B";"USA";"Delta-2914";"";"";"True"
"1976";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1976";"Ba Ba LC-1/5";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1976";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1976";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1976";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1976";"CC LC-36B";"USA";"Atlas-SLV3D Centaur-D1AR";"Atlas";"";"True"
"1976";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1976";"Ka LP-M";"Japan";"M-3C";"";"failure";"False"
"1976";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1976";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1976";"Pl LC-132/2";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1976";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1976";"Va SLC 10W";"USA";"Thor-LV2F Burner-2A";"";"partial failure";"False"
"1976";"CC LC-17B";"USA";"Delta-2914";"";"";"True"
"1976";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1976";"Ta LP-N";"Japan";"N-1";"";"";"True"
"1976";"Pl LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1976";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1976";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1976";"CC LC-40";"USA";"Titan-3(23)C";"";"";"True"
"1976";"Pl LC-41/1";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1976";"Ba LC-31/6";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1976";"Ba Ba LC-1/5";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1976";"Va SLC 4W";"USA";"Titan-3(24)B Agena-D";"";"";"True"
"1976";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1976";"CC LC-17A";"USA";"Delta-3914";"";"";"True"
"1976";"Pl LC-41/1";"USSR/Russia";"Soyuz-M";"R-7";"";"True"
"1976";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1976";"Pl LC-41/1";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1976";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1976";"Ba LC-90";"USSR/Russia";"Tsiklon-2";"";"";"True"
"1976";"CC LC-17B";"USA";"Delta-2914";"";"";"True"
"1976";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1976";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1976";"Va SLC 3W";"USA";"Atlas-F MSD";"Atlas";"";"True"
"1976";"Va SLC 2W";"USA";"Delta-2913";"";"";"True"
"1976";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1976";"Pl LC-41/1";"USSR/Russia";"Molniya-M (Blok-ML)";"R-7";"";"True"
"1976";"CC LC-36A";"USA";"Atlas-SLV3D Centaur-D1AR";"Atlas";"";"True"
"1976";"Pl LC-43/3";"USSR/Russia";"Vostok-2M";"R-7";"";"True"
"1976";"Pl LC-133/1";"USSR/Russia";"Kosmos-2";"Kosmos";"";"True"
"1976";"Ba LC-31/6";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1976";"Pl LC-43/3";"USSR/Russia";"Soyuz-U";"R-7";"";"True"
"1976";"WI LA-3";"USA";"Scout-B1";"";"";"True"
"1976";"Pl LC-43/3";"USSR/Russia";"Voskhod";"R-7";"";"True"
"1976";"Pl LC-132/1";"USSR/Russia";"Kosmos-3M";"Kosmos";"";"True"
"1976";"Va SLC 4W";"USA";"Titan-3(34)B Agena-D";"";"";"True"
